object,cabinet#130,cabinet#134,cabinet#135,cabinet#136,cabinet#140,cabinet#141,cabinet#143,cabinet#145,cabinet#146,cabinet#147,chair#131,chair#132,chair#139,clock#137,coffee maker#138,coffee maker#142,dining table#133,outlet#144,picture frame#129,refrigerator#128,clock#200,couch#199,shelf#202,side table#201,side table#203,side table#204,side table#205,cabinet#523,cabinet#524,cabinet#525,cabinet#526,cabinet#527,chair#518,chair#519,coffee maker#529,coffee maker#531,fireplace#528,fireplace#530,microwave#520,oven#521,side table#522,side table#532,chair#593,clock#589,couch#588,couch#592,fireplace#594,fireplace#595,side table#587,side table#590,table lamp#591
side table#205,0.528522,0.522578,0.449470,0.443331,0.463873,0.505597,0.476666,0.482096,0.478633,0.512263,0.335325,0.363840,0.372768,0.314280,0.350527,0.278764,0.489227,0.310754,0.310396,0.280240,0.293457,0.546570,0.216472,0.737865,0.645519,0.689575,1.000000,0.447569,0.493839,0.500722,0.478513,0.466913,0.354415,0.360861,0.296652,0.304335,0.287322,0.347366,0.241525,0.306099,0.578267,0.475771,0.456820,0.345074,0.459578,0.497801,0.408515,0.381060,0.526032,0.572778,0.195495
cabinet#523,0.779446,0.692793,0.732766,0.580309,0.621686,0.648910,0.785878,0.774862,0.660209,0.755598,0.377619,0.439515,0.502654,0.341263,0.400043,0.338754,0.424372,0.392653,0.376342,0.556617,0.351396,0.513710,0.194203,0.459214,0.402945,0.499000,0.447569,1.000000,0.822371,0.761707,0.718248,0.832814,0.425231,0.285257,0.395533,0.345663,0.371957,0.344779,0.452620,0.452162,0.542337,0.473681,0.429489,0.318677,0.481201,0.466631,0.446878,0.360049,0.388604,0.491905,0.264523
cabinet#524,0.761184,0.753628,0.788393,0.620556,0.636191,0.695270,0.704732,0.746378,0.621521,0.697371,0.356454,0.425541,0.513037,0.374731,0.387978,0.373216,0.385980,0.358983,0.342543,0.543447,0.350051,0.593543,0.259971,0.477146,0.477097,0.500338,0.493839,0.822371,1.000000,0.768600,0.772606,0.756014,0.451355,0.305102,0.439703,0.394766,0.374343,0.370719,0.441381,0.464015,0.577751,0.451620,0.530576,0.332166,0.535559,0.562122,0.443167,0.403950,0.442520,0.481527,0.194290
cabinet#525,0.803413,0.763148,0.679079,0.625295,0.603937,0.717169,0.697675,0.721555,0.613860,0.808134,0.317166,0.372385,0.492566,0.351549,0.356785,0.345817,0.317972,0.363960,0.339432,0.499524,0.332189,0.517888,0.176866,0.433514,0.478162,0.567464,0.500722,0.761707,0.768600,1.000000,0.821059,0.822990,0.325831,0.340374,0.347122,0.328718,0.336262,0.383983,0.439400,0.516910,0.514904,0.398610,0.504558,0.358051,0.459231,0.518676,0.464911,0.344573,0.381666,0.494984,0.207490
cabinet#526,0.720128,0.743157,0.681865,0.604518,0.591828,0.736025,0.677345,0.665740,0.579735,0.733696,0.331665,0.389439,0.470159,0.334619,0.352902,0.344902,0.322619,0.331940,0.280990,0.501873,0.307220,0.515905,0.241988,0.405073,0.446075,0.478544,0.478513,0.718248,0.772606,0.821059,1.000000,0.684544,0.359765,0.328882,0.319585,0.299748,0.256338,0.332980,0.435048,0.515802,0.492814,0.326626,0.486057,0.329866,0.484478,0.507995,0.395771,0.260200,0.389147,0.495143,0.179692
cabinet#527,0.831783,0.693066,0.720356,0.620149,0.603278,0.668983,0.736251,0.705170,0.616960,0.759753,0.342858,0.408280,0.485505,0.352908,0.357569,0.302942,0.356582,0.401677,0.403705,0.549505,0.353488,0.487350,0.217679,0.427940,0.411296,0.534140,0.466913,0.832814,0.756014,0.822990,0.684544,1.000000,0.415645,0.321687,0.360394,0.351043,0.386014,0.379334,0.489899,0.435531,0.543875,0.462298,0.439842,0.309318,0.455962,0.474537,0.432258,0.366453,0.345369,0.482327,0.224727
chair#518,0.470037,0.365959,0.498276,0.381955,0.531889,0.510941,0.520776,0.437875,0.492879,0.335592,0.492009,0.433263,0.351026,0.350449,0.413037,0.344523,0.355866,0.345017,0.296655,0.314846,0.424506,0.625537,0.233337,0.371054,0.291231,0.298358,0.354415,0.425231,0.451355,0.325831,0.359765,0.415645,1.000000,0.302254,0.379703,0.401311,0.291330,0.307960,0.327870,0.337396,0.647916,0.381639,0.630680,0.289758,0.743472,0.694630,0.301011,0.294071,0.264238,0.420625,0.282073
chair#519,0.312385,0.412583,0.260889,0.258650,0.344523,0.394581,0.381501,0.312281,0.353668,0.428784,0.553629,0.667525,0.388357,0.363503,0.281812,0.228932,0.197066,0.382659,0.214937,0.193083,0.350250,0.305839,0.170262,0.347299,0.399008,0.448679,0.360861,0.285257,0.305102,0.340374,0.328882,0.321687,0.302254,1.000000,0.212569,0.227525,0.230366,0.246212,0.176920,0.285389,0.416489,0.363090,0.311785,0.377894,0.264184,0.319388,0.302718,0.332879,0.347583,0.304410,0.200179
coffee maker#529,0.376443,0.367135,0.377385,0.400466,0.392648,0.409878,0.397753,0.369223,0.409921,0.362944,0.308412,0.260845,0.270996,0.377203,0.648617,0.774438,0.262943,0.360885,0.313215,0.455385,0.403636,0.385561,0.255081,0.306097,0.306076,0.379238,0.296652,0.395533,0.439703,0.347122,0.319585,0.360394,0.379703,0.212569,1.000000,0.793737,0.276891,0.323713,0.521274,0.438882,0.349815,0.432943,0.381417,0.377108,0.374787,0.407504,0.397296,0.297274,0.287843,0.362109,0.262369
coffee maker#531,0.394420,0.310327,0.403256,0.445610,0.426434,0.450922,0.410691,0.350826,0.459302,0.305434,0.320160,0.288243,0.248437,0.363921,0.692978,0.783683,0.311080,0.337538,0.275793,0.453615,0.341275,0.368218,0.273941,0.291317,0.297790,0.413463,0.304335,0.345663,0.394766,0.328718,0.299748,0.351043,0.401311,0.227525,0.793737,1.000000,0.315027,0.301614,0.570039,0.435471,0.376514,0.398232,0.365407,0.326866,0.353277,0.381390,0.324128,0.337816,0.267189,0.408747,0.266110
fireplace#528,0.424859,0.311087,0.363234,0.381263,0.429795,0.370382,0.411332,0.406054,0.484748,0.318053,0.252059,0.259285,0.301014,0.383240,0.344101,0.317651,0.342821,0.421917,0.217670,0.302306,0.410746,0.301300,0.319661,0.300070,0.233835,0.346659,0.287322,0.371957,0.374343,0.336262,0.256338,0.386014,0.291330,0.230366,0.276891,0.315027,1.000000,0.609165,0.306793,0.325928,0.386910,0.448532,0.216879,0.445932,0.275058,0.241772,0.658704,0.804615,0.231183,0.271260,0.332290
fireplace#530,0.398823,0.344183,0.369821,0.347272,0.383391,0.409241,0.346240,0.379118,0.407799,0.371885,0.241382,0.263975,0.288332,0.387628,0.423395,0.346874,0.313458,0.329460,0.217257,0.298084,0.377899,0.410134,0.225241,0.271782,0.322655,0.379071,0.347366,0.344779,0.370719,0.383983,0.332980,0.379334,0.307960,0.246212,0.323713,0.301614,0.609165,1.000000,0.377630,0.353405,0.371534,0.413177,0.361809,0.365561,0.388726,0.404961,0.706168,0.545597,0.262908,0.278866,0.187879
microwave#520,0.471015,0.340051,0.468850,0.464877,0.399029,0.473543,0.469153,0.398236,0.421551,0.390904,0.244184,0.231244,0.278239,0.300800,0.452697,0.543625,0.284010,0.276840,0.185269,0.549298,0.328118,0.360386,0.260817,0.211958,0.248474,0.325288,0.241525,0.452620,0.441381,0.439400,0.435048,0.489899,0.327870,0.176920,0.521274,0.570039,0.306793,0.377630,1.000000,0.563659,0.320567,0.309790,0.294476,0.286273,0.328517,0.341760,0.339168,0.276505,0.222481,0.389752,0.243329
oven#521,0.408773,0.477812,0.380877,0.430477,0.424929,0.494035,0.447207,0.401424,0.383816,0.507558,0.263036,0.284487,0.291951,0.276303,0.422486,0.504022,0.195356,0.293421,0.271011,0.467684,0.266746,0.410106,0.292334,0.337319,0.417211,0.357242,0.306099,0.452162,0.464015,0.516910,0.515802,0.435531,0.337396,0.285389,0.438882,0.435471,0.325928,0.353405,0.563659,1.000000,0.393751,0.249390,0.421732,0.330149,0.334816,0.436781,0.426039,0.331198,0.355139,0.352121,0.242237
side table#522,0.576703,0.520128,0.511653,0.573044,0.628007,0.686865,0.600721,0.547672,0.653536,0.487777,0.541439,0.544734,0.447366,0.402518,0.458281,0.369466,0.525410,0.381409,0.293249,0.347241,0.399472,0.694320,0.230398,0.560181,0.512550,0.555362,0.578267,0.542337,0.577751,0.514904,0.492814,0.543875,0.647916,0.416489,0.349815,0.376514,0.386910,0.371534,0.320567,0.393751,1.000000,0.508463,0.576481,0.347223,0.599127,0.598223,0.389434,0.462209,0.455889,0.624415,0.320661
side table#532,0.513689,0.396927,0.510468,0.395729,0.502245,0.427826,0.503908,0.493440,0.589820,0.415145,0.402740,0.318399,0.334195,0.422058,0.475407,0.383858,0.455335,0.434878,0.302073,0.409831,0.486611,0.454107,0.294887,0.478942,0.428992,0.555844,0.475771,0.473681,0.451620,0.398610,0.326626,0.462298,0.381639,0.363090,0.432943,0.398232,0.448532,0.413177,0.309790,0.249390,0.508463,1.000000,0.379130,0.453806,0.369427,0.376588,0.474513,0.421848,0.378396,0.400088,0.355394
chair#593,0.478232,0.518571,0.487630,0.355664,0.422468,0.519726,0.406936,0.440262,0.411894,0.504951,0.412703,0.367639,0.411171,0.384644,0.337085,0.346350,0.306361,0.315544,0.316224,0.339876,0.316108,0.730554,0.192336,0.404378,0.490189,0.460868,0.456820,0.429489,0.530576,0.504558,0.486057,0.439842,0.630680,0.311785,0.381417,0.365407,0.216879,0.361809,0.294476,0.421732,0.576481,0.379130,1.000000,0.344072,0.703077,0.894798,0.380133,0.290261,0.323592,0.372229,0.205115
clock#589,0.393385,0.341428,0.311900,0.333490,0.401924,0.433113,0.425715,0.396632,0.457862,0.407062,0.294209,0.209462,0.217907,0.725657,0.444826,0.421501,0.271349,0.568928,0.271330,0.353273,0.739903,0.303567,0.299189,0.291404,0.310841,0.419819,0.345074,0.318677,0.332166,0.358051,0.329866,0.309318,0.289758,0.377894,0.377108,0.326866,0.445932,0.365561,0.286273,0.330149,0.347223,0.453806,0.344072,1.000000,0.320840,0.364042,0.417874,0.408865,0.218975,0.233686,0.246706
couch#588,0.485478,0.458304,0.496171,0.363250,0.440695,0.498298,0.492961,0.464963,0.427711,0.438903,0.411556,0.372899,0.386841,0.350059,0.340484,0.318234,0.315595,0.331113,0.260572,0.347704,0.369550,0.818400,0.200055,0.442715,0.370751,0.401302,0.459578,0.481201,0.535559,0.459231,0.484478,0.455962,0.743472,0.264184,0.374787,0.353277,0.275058,0.388726,0.328517,0.334816,0.599127,0.369427,0.703077,0.320840,1.000000,0.819909,0.381177,0.315292,0.357945,0.404416,0.242718
couch#592,0.509695,0.535303,0.521874,0.381103,0.442312,0.534910,0.456881,0.483764,0.421930,0.513788,0.443278,0.392605,0.429207,0.380776,0.370104,0.354872,0.300529,0.342353,0.317619,0.354402,0.342746,0.801380,0.211132,0.442799,0.491457,0.454244,0.497801,0.466631,0.562122,0.518676,0.507995,0.474537,0.694630,0.319388,0.407504,0.381390,0.241772,0.404961,0.341760,0.436781,0.598223,0.376588,0.894798,0.364042,0.819909,1.000000,0.409942,0.314034,0.367478,0.423450,0.240034
fireplace#594,0.463256,0.457468,0.401754,0.348434,0.404251,0.416495,0.454002,0.456115,0.447156,0.500279,0.250084,0.258767,0.251042,0.335958,0.391215,0.363444,0.281007,0.352318,0.283602,0.324019,0.342214,0.411356,0.272495,0.335468,0.388892,0.468683,0.408515,0.446878,0.443167,0.464911,0.395771,0.432258,0.301011,0.302718,0.397296,0.324128,0.658704,0.706168,0.339168,0.426039,0.389434,0.474513,0.380133,0.417874,0.381177,0.409942,1.000000,0.639236,0.333186,0.344908,0.168375
fireplace#595,0.335818,0.358183,0.290886,0.330614,0.350027,0.326954,0.346080,0.332244,0.383311,0.336076,0.325545,0.354659,0.327061,0.400237,0.338675,0.343120,0.361376,0.401270,0.205856,0.216699,0.373587,0.394235,0.324049,0.390069,0.328905,0.419342,0.381060,0.360049,0.403950,0.344573,0.260200,0.366453,0.294071,0.332879,0.297274,0.337816,0.804615,0.545597,0.276505,0.331198,0.462209,0.421848,0.290261,0.408865,0.315292,0.314034,0.639236,1.000000,0.378102,0.349992,0.323535
side table#587,0.290892,0.391872,0.297970,0.335887,0.291543,0.373198,0.327721,0.311781,0.333365,0.348629,0.376491,0.402550,0.398272,0.236588,0.279708,0.293656,0.308350,0.207065,0.202641,0.238297,0.241366,0.484645,0.350795,0.619001,0.682722,0.496998,0.526032,0.388604,0.442520,0.381666,0.389147,0.345369,0.264238,0.347583,0.287843,0.267189,0.231183,0.262908,0.222481,0.355139,0.455889,0.378396,0.323592,0.218975,0.357945,0.367478,0.333186,0.378102,1.000000,0.528425,0.235988
side table#590,0.502494,0.412697,0.503304,0.495040,0.480236,0.603796,0.545128,0.457815,0.520955,0.377323,0.439917,0.431772,0.394050,0.335593,0.412812,0.327565,0.432909,0.285039,0.322366,0.302170,0.325418,0.511792,0.216547,0.571266,0.505928,0.499500,0.572778,0.491905,0.481527,0.494984,0.495143,0.482327,0.420625,0.304410,0.362109,0.408747,0.271260,0.278866,0.389752,0.352121,0.624415,0.400088,0.372229,0.233686,0.404416,0.423450,0.344908,0.349992,0.528425,1.000000,0.324520
table lamp#591,0.206383,0.259862,0.259935,0.282967,0.313578,0.220678,0.248070,0.300253,0.325570,0.190661,0.273710,0.253970,0.380249,0.290987,0.250423,0.296751,0.334610,0.302245,0.253527,0.202409,0.309352,0.287958,0.254240,0.266593,0.207359,0.241927,0.195495,0.264523,0.194290,0.207490,0.179692,0.224727,0.282073,0.200179,0.262369,0.266110,0.332290,0.187879,0.243329,0.242237,0.320661,0.355394,0.205115,0.246706,0.242718,0.240034,0.168375,0.323535,0.235988,0.324520,1.000000
