object,cabinet#130,cabinet#134,cabinet#135,cabinet#136,cabinet#140,cabinet#141,cabinet#143,cabinet#145,cabinet#146,cabinet#147,chair#131,chair#132,chair#139,clock#137,coffee maker#138,coffee maker#142,dining table#133,outlet#144,picture frame#129,refrigerator#128,clock#200,couch#199,shelf#202,side table#201,side table#203,side table#204,side table#205,cabinet#523,cabinet#524,cabinet#525,cabinet#526,cabinet#527,chair#518,chair#519,coffee maker#529,coffee maker#531,fireplace#528,fireplace#530,microwave#520,oven#521,side table#522,side table#532,chair#593,clock#589,couch#588,couch#592,fireplace#594,fireplace#595,side table#587,side table#590,table lamp#591
chair#131,0.092432,0.066241,0.081486,0.099678,0.091017,0.086204,0.094831,0.093126,0.084517,0.089084,1.000000,0.111144,0.084815,0.073993,0.060690,0.059784,0.116063,0.095856,0.081330,0.049483,0.219388,0.292501,0.111248,0.319296,0.352186,0.350480,0.303914,0.325644,0.308381,0.401883,0.370938,0.352807,0.389169,0.676357,0.285538,0.240774,0.162170,0.147041,0.244781,0.357765,0.338547,0.192888,0.486512,0.318540,0.339429,0.506820,0.144706,0.223116,0.508242,0.362531,0.339454
chair#132,0.081522,0.086999,0.076881,0.060003,0.077411,0.093931,0.086482,0.087069,0.085413,0.107543,0.111144,1.000000,0.184039,0.033839,0.067265,0.050015,0.035827,0.042263,0.058145,0.043226,0.196534,0.245321,0.146396,0.307963,0.331832,0.284282,0.245069,0.226873,0.304449,0.304975,0.306660,0.303530,0.229638,0.511640,0.220572,0.228448,0.158827,0.158663,0.046771,0.172848,0.334248,0.175796,0.299995,0.148545,0.243380,0.319614,0.145098,0.183848,0.308493,0.292030,0.138536
chair#139,0.088198,0.099443,0.111091,0.100777,0.105939,0.110117,0.090679,0.083737,0.121541,0.137177,0.084815,0.184039,1.000000,0.040275,0.078961,0.061893,0.065642,0.064810,0.067418,0.043768,0.226417,0.402510,0.175483,0.496201,0.445243,0.394338,0.376304,0.273760,0.445389,0.444295,0.426936,0.477013,0.337014,0.425165,0.259767,0.326969,0.146312,0.182758,0.088019,0.193423,0.527272,0.216628,0.471302,0.132513,0.294077,0.403653,0.182826,0.161688,0.411809,0.483183,0.111715
clock#137,0.049046,0.058798,0.044847,0.053566,0.048558,0.049216,0.050880,0.052904,0.048665,0.065819,0.073993,0.033839,0.040275,1.000000,0.040374,0.040865,0.069363,0.079966,0.099935,0.048730,0.736747,0.144132,0.178596,0.182921,0.187660,0.189098,0.194811,0.230660,0.216060,0.236540,0.183327,0.215980,0.192272,0.413368,0.195542,0.147005,0.211799,0.124298,0.204068,0.125267,0.158952,0.179667,0.235460,0.679885,0.192167,0.239111,0.107086,0.229892,0.314341,0.178807,0.391106
coffee maker#138,0.126025,0.104710,0.120729,0.096687,0.111814,0.150857,0.132437,0.131781,0.141190,0.121666,0.060690,0.067265,0.078961,0.040374,1.000000,0.163231,0.061197,0.085572,0.041442,0.099708,0.208135,0.222129,0.130229,0.322233,0.267079,0.271221,0.309045,0.331780,0.520301,0.337798,0.313663,0.332205,0.188296,0.207949,0.732928,0.836005,0.271710,0.280122,0.244334,0.245449,0.306107,0.253823,0.348888,0.202120,0.212483,0.313176,0.166720,0.265505,0.263821,0.332775,0.145187
coffee maker#142,0.117773,0.075872,0.119339,0.106508,0.130879,0.133152,0.113149,0.102656,0.134057,0.086591,0.059784,0.050015,0.061893,0.040865,0.163231,1.000000,0.050914,0.084619,0.047564,0.100835,0.155902,0.184070,0.207794,0.258434,0.265097,0.221431,0.217222,0.416627,0.507018,0.345450,0.349259,0.314431,0.217267,0.189070,0.824017,0.780957,0.190602,0.211994,0.376020,0.291689,0.271830,0.190374,0.298601,0.199215,0.207118,0.323319,0.147754,0.217351,0.254740,0.281587,0.183883
dining table#133,0.074799,0.062126,0.083512,0.138060,0.091259,0.086476,0.076582,0.082110,0.095656,0.080926,0.116063,0.035827,0.065642,0.069363,0.061197,0.050914,1.000000,0.110607,0.069670,0.048558,0.232320,0.197892,0.074632,0.378252,0.380192,0.357377,0.341987,0.379156,0.403442,0.500536,0.396929,0.453162,0.343885,0.450417,0.280362,0.292862,0.238370,0.224402,0.292828,0.395284,0.432983,0.254317,0.469501,0.248856,0.228297,0.434548,0.240849,0.299538,0.510310,0.511637,0.357255
outlet#144,0.068414,0.055650,0.075947,0.130793,0.109465,0.107889,0.069568,0.073282,0.101637,0.093434,0.095856,0.042263,0.064810,0.079966,0.085572,0.084619,0.110607,1.000000,0.064058,0.053771,0.196295,0.224886,0.253405,0.336362,0.288820,0.258482,0.258110,0.427140,0.418379,0.587858,0.412092,0.481551,0.345233,0.434887,0.338177,0.407582,0.321765,0.214534,0.382861,0.374616,0.378918,0.220605,0.562720,0.368569,0.246807,0.492815,0.224440,0.353232,0.354649,0.497344,0.328095
picture frame#129,0.097036,0.050938,0.051677,0.068945,0.088612,0.061088,0.097523,0.090173,0.067863,0.086091,0.081330,0.058145,0.067418,0.099935,0.041442,0.047564,0.069670,0.064058,1.000000,0.050624,0.509084,0.203361,0.181012,0.319174,0.318236,0.310416,0.302285,0.221981,0.272582,0.291984,0.281570,0.275720,0.213463,0.386231,0.178712,0.188261,0.176141,0.178910,0.204405,0.236924,0.260518,0.177388,0.271962,0.420940,0.270194,0.279050,0.150011,0.236073,0.404438,0.263977,0.353627
refrigerator#128,0.107581,0.122159,0.090509,0.075530,0.094322,0.103667,0.121220,0.127269,0.090482,0.119454,0.049483,0.043226,0.043768,0.048730,0.099708,0.100835,0.048558,0.053771,0.050624,1.000000,0.159157,0.107764,0.261536,0.135954,0.132338,0.146198,0.171146,0.302948,0.349377,0.240664,0.231756,0.219513,0.178917,0.168835,0.335332,0.385038,0.164180,0.198013,0.278585,0.235390,0.140814,0.187004,0.198861,0.282917,0.236730,0.227295,0.199794,0.200733,0.199190,0.142893,0.157400
clock#200,0.302038,0.314492,0.242892,0.245189,0.200013,0.260967,0.306423,0.317105,0.261570,0.331385,0.219388,0.196534,0.226417,0.736747,0.208135,0.155902,0.232320,0.196295,0.509084,0.159157,1.000000,0.046698,0.046676,0.062459,0.067133,0.061419,0.071067,0.283651,0.280443,0.279028,0.246150,0.273717,0.173414,0.291957,0.208938,0.206060,0.178995,0.200101,0.166884,0.132724,0.243792,0.244741,0.259944,0.539363,0.241271,0.260795,0.189708,0.195581,0.295644,0.249912,0.292859
couch#199,0.258152,0.277100,0.308260,0.301011,0.312460,0.321177,0.258165,0.216512,0.338997,0.368464,0.292501,0.245321,0.402510,0.144132,0.222129,0.184070,0.197892,0.224886,0.203361,0.107764,0.046698,1.000000,0.021670,0.153608,0.143706,0.141841,0.163481,0.205536,0.328781,0.318934,0.288632,0.352233,0.426015,0.268587,0.197016,0.231646,0.155949,0.186885,0.109292,0.226166,0.383696,0.242625,0.486465,0.112780,0.450211,0.427343,0.204535,0.169107,0.425621,0.379558,0.225967
shelf#202,0.188644,0.196038,0.196799,0.168550,0.162484,0.177379,0.190271,0.195733,0.160984,0.209352,0.111248,0.146396,0.175483,0.178596,0.130229,0.207794,0.074632,0.253405,0.181012,0.261536,0.046676,0.021670,1.000000,0.037759,0.033204,0.034910,0.044380,0.234563,0.181097,0.198777,0.182811,0.177808,0.164624,0.126653,0.218775,0.172894,0.205741,0.144815,0.166625,0.135955,0.165491,0.160622,0.140967,0.254659,0.151573,0.193597,0.109549,0.204741,0.181477,0.163684,0.210456
side table#201,0.337511,0.277676,0.450314,0.477170,0.380896,0.460197,0.337576,0.346761,0.505566,0.480728,0.319296,0.307963,0.496201,0.182921,0.322233,0.258434,0.378252,0.336362,0.319174,0.135954,0.062459,0.153608,0.037759,1.000000,0.223410,0.217581,0.201252,0.298479,0.471530,0.494932,0.434463,0.535898,0.286656,0.385130,0.236005,0.344294,0.206198,0.213485,0.134675,0.159756,0.686728,0.394830,0.441609,0.181136,0.335700,0.376202,0.216866,0.226299,0.755203,0.700829,0.375289
side table#203,0.364628,0.272019,0.404652,0.408537,0.351798,0.432775,0.364690,0.382817,0.466725,0.439031,0.352186,0.331832,0.445243,0.187660,0.267079,0.265097,0.380192,0.288820,0.318236,0.132338,0.067133,0.143706,0.033204,0.223410,1.000000,0.211937,0.185469,0.306633,0.422333,0.449379,0.455036,0.476859,0.285870,0.354358,0.251796,0.284511,0.197131,0.223799,0.134728,0.207557,0.629722,0.406579,0.377027,0.209281,0.359429,0.370177,0.227879,0.228085,0.746065,0.607382,0.372532
side table#204,0.370168,0.267592,0.385190,0.442300,0.334473,0.371629,0.370236,0.385321,0.447286,0.403357,0.350480,0.284282,0.394338,0.189098,0.271221,0.221431,0.357377,0.258482,0.310416,0.146198,0.061419,0.141841,0.034910,0.217581,0.211937,1.000000,0.191839,0.291305,0.400933,0.409972,0.413756,0.460128,0.320205,0.364732,0.263401,0.273765,0.202387,0.218833,0.162664,0.212421,0.595215,0.409733,0.370080,0.193697,0.355602,0.375403,0.218978,0.244136,0.774188,0.610536,0.378318
side table#205,0.353170,0.300827,0.361777,0.344211,0.267854,0.347439,0.353231,0.333942,0.328979,0.368388,0.303914,0.245069,0.376304,0.194811,0.309045,0.217222,0.341987,0.258110,0.302285,0.171146,0.071067,0.163481,0.044380,0.201252,0.185469,0.191839,1.000000,0.290236,0.341341,0.350209,0.338051,0.369805,0.303443,0.302898,0.260284,0.321761,0.206493,0.243838,0.179409,0.216850,0.552319,0.428093,0.407637,0.200804,0.409660,0.392987,0.224952,0.226130,0.650358,0.552262,0.410938
cabinet#523,0.603428,0.530055,0.596640,0.581786,0.474656,0.549729,0.586454,0.592469,0.508146,0.496542,0.325644,0.226873,0.273760,0.230660,0.331780,0.416627,0.379156,0.427140,0.221981,0.302948,0.283651,0.205536,0.234563,0.298479,0.306633,0.291305,0.290236,1.000000,0.156950,0.176370,0.178987,0.160257,0.084137,0.065652,0.117354,0.114913,0.057911,0.061016,0.121159,0.102620,0.095793,0.074314,0.466628,0.185685,0.287546,0.492541,0.328407,0.278924,0.352358,0.431896,0.187186
cabinet#524,0.709929,0.568744,0.808709,0.733075,0.743374,0.797254,0.691192,0.684726,0.855445,0.696217,0.308381,0.304449,0.445389,0.216060,0.520301,0.507018,0.403442,0.418379,0.272582,0.349377,0.280443,0.328781,0.181097,0.471530,0.422333,0.400933,0.341341,0.156950,1.000000,0.162572,0.173544,0.181489,0.075245,0.096571,0.130075,0.146330,0.059269,0.049921,0.068091,0.082504,0.117136,0.064132,0.481026,0.178022,0.272541,0.405897,0.224574,0.248209,0.416088,0.528824,0.179043
cabinet#525,0.533621,0.442759,0.550378,0.724861,0.606580,0.620099,0.531188,0.534370,0.649517,0.651861,0.401883,0.304975,0.444295,0.236540,0.337798,0.345450,0.500536,0.587858,0.291984,0.240664,0.279028,0.318934,0.198777,0.494932,0.449379,0.409972,0.350209,0.176370,0.162572,1.000000,0.181526,0.206128,0.131668,0.109140,0.084652,0.103234,0.076619,0.080782,0.106930,0.133461,0.162933,0.082127,0.696591,0.187815,0.369405,0.628203,0.413788,0.396684,0.473554,0.735531,0.213220
cabinet#526,0.558519,0.456252,0.641241,0.655643,0.593497,0.546092,0.545564,0.569080,0.645236,0.567189,0.370938,0.306660,0.426936,0.183327,0.313663,0.349259,0.396929,0.412092,0.281570,0.231756,0.246150,0.288632,0.182811,0.434463,0.455036,0.413756,0.338051,0.178987,0.173544,0.181526,1.000000,0.211001,0.097312,0.093124,0.092736,0.100473,0.053419,0.061826,0.110169,0.105195,0.136419,0.072793,0.546158,0.181149,0.319240,0.539938,0.303059,0.296397,0.443432,0.590500,0.187976
cabinet#527,0.480470,0.408045,0.615389,0.745466,0.632274,0.610021,0.472794,0.471568,0.725591,0.622327,0.352807,0.303530,0.477013,0.215980,0.332205,0.314431,0.453162,0.481551,0.275720,0.219513,0.273717,0.352233,0.177808,0.535898,0.476859,0.460128,0.369805,0.160257,0.181489,0.206128,0.211001,1.000000,0.116785,0.108797,0.080927,0.097146,0.073882,0.071219,0.111767,0.109048,0.160808,0.079275,0.658638,0.180223,0.350534,0.572765,0.358287,0.376246,0.485339,0.756877,0.195511
chair#518,0.263534,0.321462,0.313091,0.352416,0.352090,0.282189,0.262931,0.226690,0.290852,0.310152,0.389169,0.229638,0.337014,0.192272,0.188296,0.217267,0.343885,0.345233,0.213463,0.178917,0.173414,0.426015,0.164624,0.286656,0.285870,0.320205,0.303443,0.084137,0.075245,0.131668,0.097312,0.116785,1.000000,0.075445,0.066301,0.053154,0.065725,0.076510,0.075062,0.119843,0.136431,0.072606,0.739337,0.170539,0.526804,0.837884,0.405905,0.355897,0.392292,0.557674,0.167200
chair#519,0.312131,0.258075,0.289353,0.448765,0.446277,0.354150,0.321441,0.321084,0.421625,0.392339,0.676357,0.511640,0.425165,0.413368,0.207949,0.189070,0.450417,0.434887,0.386231,0.168835,0.291957,0.268587,0.126653,0.385130,0.354358,0.364732,0.302898,0.065652,0.096571,0.109140,0.093124,0.108797,0.075445,1.000000,0.058643,0.052132,0.045608,0.044357,0.050231,0.068925,0.089367,0.044785,0.447475,0.354195,0.203607,0.377474,0.145942,0.223363,0.501471,0.413060,0.374243
coffee maker#529,0.502383,0.385395,0.507938,0.458605,0.496320,0.526877,0.494500,0.469719,0.542291,0.364618,0.285538,0.220572,0.259767,0.195542,0.732928,0.824017,0.280362,0.338177,0.178712,0.335332,0.208938,0.197016,0.218775,0.236005,0.251796,0.263401,0.260284,0.117354,0.130075,0.084652,0.092736,0.080927,0.066301,0.058643,1.000000,0.195669,0.064037,0.066505,0.083751,0.083639,0.066698,0.061829,0.322572,0.206524,0.226725,0.365734,0.200357,0.267367,0.302523,0.276552,0.177376
coffee maker#531,0.508940,0.388128,0.576854,0.489523,0.531194,0.606355,0.502569,0.480964,0.597401,0.443103,0.240774,0.228448,0.326969,0.147005,0.836005,0.780957,0.292862,0.407582,0.188261,0.385038,0.206060,0.231646,0.172894,0.344294,0.284511,0.273765,0.321761,0.114913,0.146330,0.103234,0.100473,0.097146,0.053154,0.052132,0.195669,1.000000,0.062680,0.069626,0.088464,0.075173,0.089222,0.066300,0.385923,0.184796,0.221988,0.373130,0.191757,0.253072,0.285014,0.367658,0.149764
fireplace#528,0.202541,0.152589,0.151683,0.230835,0.144073,0.215872,0.202405,0.217003,0.208481,0.207967,0.162170,0.158827,0.146312,0.211799,0.271710,0.190602,0.238370,0.321765,0.176141,0.164180,0.178995,0.155949,0.205741,0.206198,0.197131,0.202387,0.206493,0.057911,0.059269,0.076619,0.053419,0.073882,0.065725,0.045608,0.064037,0.062680,1.000000,0.177120,0.062198,0.062293,0.104155,0.116680,0.278880,0.308209,0.477569,0.274672,0.592382,0.920614,0.234959,0.362048,0.212649
fireplace#530,0.240381,0.172182,0.181194,0.213020,0.147430,0.205459,0.240241,0.265649,0.207751,0.204147,0.147041,0.158663,0.182758,0.124298,0.280122,0.211994,0.224402,0.214534,0.178910,0.198013,0.200101,0.186885,0.144815,0.213485,0.223799,0.218833,0.243838,0.061016,0.049921,0.080782,0.061826,0.071219,0.076510,0.044357,0.066505,0.069626,0.177120,1.000000,0.061245,0.073314,0.112475,0.121836,0.292245,0.165005,0.455674,0.284753,0.752657,0.687914,0.262692,0.369670,0.161024
microwave#520,0.288150,0.142934,0.248190,0.391170,0.299912,0.215719,0.277980,0.269043,0.242185,0.206640,0.244781,0.046771,0.088019,0.204068,0.244334,0.376020,0.292828,0.382861,0.204405,0.278585,0.166884,0.109292,0.166625,0.134675,0.134728,0.162664,0.179409,0.121159,0.068091,0.106930,0.110169,0.111767,0.075062,0.050231,0.083751,0.088464,0.062198,0.061245,1.000000,0.112269,0.058732,0.036245,0.350309,0.230602,0.231340,0.367204,0.212076,0.338528,0.223280,0.314179,0.192049
oven#521,0.349505,0.283139,0.297467,0.494312,0.426417,0.334116,0.347346,0.317005,0.332885,0.288271,0.357765,0.172848,0.193423,0.125267,0.245449,0.291689,0.395284,0.374616,0.236924,0.235390,0.132724,0.226166,0.135955,0.159756,0.207557,0.212421,0.216850,0.102620,0.082504,0.133461,0.105195,0.109048,0.119843,0.068925,0.083639,0.075173,0.062293,0.073314,0.112269,1.000000,0.072508,0.037900,0.517827,0.156641,0.252686,0.534745,0.324834,0.321655,0.281744,0.379355,0.145709
side table#522,0.344792,0.323766,0.507511,0.501481,0.374392,0.446611,0.344361,0.353924,0.486875,0.461526,0.338547,0.334248,0.527272,0.158952,0.306107,0.271830,0.432983,0.378918,0.260518,0.140814,0.243792,0.383696,0.165491,0.686728,0.629722,0.595215,0.552319,0.095793,0.117136,0.162933,0.136419,0.160808,0.136431,0.089367,0.066698,0.089222,0.104155,0.112475,0.058732,0.072508,1.000000,0.143809,0.578371,0.163091,0.528506,0.552900,0.495016,0.475965,0.623838,0.902267,0.241667
side table#532,0.254136,0.220774,0.298844,0.279607,0.179815,0.246001,0.254107,0.273486,0.255513,0.258471,0.192888,0.175796,0.216628,0.179667,0.253823,0.190374,0.254317,0.220605,0.177388,0.187004,0.244741,0.242625,0.160622,0.394830,0.406579,0.409733,0.428093,0.074314,0.064132,0.082127,0.072793,0.079275,0.072606,0.044785,0.061829,0.066300,0.116680,0.121836,0.036245,0.037900,0.143809,1.000000,0.286713,0.240224,0.554502,0.324079,0.493454,0.437963,0.414237,0.482376,0.277220
chair#593,0.379690,0.377302,0.439216,0.547664,0.467070,0.489387,0.379474,0.340685,0.472412,0.493666,0.486512,0.299995,0.471302,0.235460,0.348888,0.298601,0.469501,0.562720,0.271962,0.198861,0.259944,0.486465,0.140967,0.441609,0.377027,0.370080,0.407637,0.466628,0.481026,0.696591,0.546158,0.658638,0.739337,0.447475,0.322572,0.385923,0.278880,0.292245,0.350309,0.517827,0.578371,0.286713,1.000000,0.049820,0.126770,0.215864,0.085405,0.085843,0.115033,0.173374,0.061057
clock#589,0.220474,0.217072,0.167491,0.200098,0.210678,0.180331,0.233400,0.248553,0.184141,0.286220,0.318540,0.148545,0.132513,0.679885,0.202120,0.199215,0.248856,0.368569,0.420940,0.282917,0.539363,0.112780,0.254659,0.181136,0.209281,0.193697,0.200804,0.185685,0.178022,0.187815,0.181149,0.180223,0.170539,0.354195,0.206524,0.184796,0.308209,0.165005,0.230602,0.156641,0.163091,0.240224,0.049820,1.000000,0.052735,0.059411,0.023666,0.085997,0.076920,0.045214,0.100672
couch#588,0.342906,0.293407,0.267077,0.257730,0.276297,0.296191,0.342860,0.316715,0.274066,0.345385,0.339429,0.243380,0.294077,0.192167,0.212483,0.207118,0.228297,0.246807,0.270194,0.236730,0.241271,0.450211,0.151573,0.335700,0.359429,0.355602,0.409660,0.287546,0.272541,0.369405,0.319240,0.350534,0.526804,0.203607,0.226725,0.221988,0.477569,0.455674,0.231340,0.252686,0.528506,0.554502,0.126770,0.052735,1.000000,0.137680,0.108782,0.123201,0.092732,0.111165,0.061743
couch#592,0.384876,0.376090,0.429563,0.468235,0.425254,0.413929,0.384658,0.353376,0.398237,0.418271,0.506820,0.319614,0.403653,0.239111,0.313176,0.323319,0.434548,0.492815,0.279050,0.227295,0.260795,0.427343,0.193597,0.376202,0.370177,0.375403,0.392987,0.492541,0.405897,0.628203,0.539938,0.572765,0.837884,0.377474,0.365734,0.373130,0.274672,0.284753,0.367204,0.534745,0.552900,0.324079,0.215864,0.059411,0.137680,1.000000,0.086235,0.089108,0.118174,0.153306,0.063847
fireplace#594,0.236414,0.230697,0.221853,0.249706,0.149634,0.224154,0.235977,0.252240,0.215047,0.211422,0.144706,0.145098,0.182826,0.107086,0.166720,0.147754,0.240849,0.224440,0.150011,0.199794,0.189708,0.204535,0.109549,0.216866,0.227879,0.218978,0.224952,0.328407,0.224574,0.413788,0.303059,0.358287,0.405905,0.145942,0.200357,0.191757,0.592382,0.752657,0.212076,0.324834,0.495016,0.493454,0.085405,0.023666,0.108782,0.086235,1.000000,0.158063,0.069819,0.106267,0.030287
fireplace#595,0.261789,0.155956,0.174311,0.279311,0.202921,0.225092,0.261319,0.277053,0.224749,0.228142,0.223116,0.183848,0.161688,0.229892,0.265505,0.217351,0.299538,0.353232,0.236073,0.200733,0.195581,0.169107,0.204741,0.226299,0.228085,0.244136,0.226130,0.278924,0.248209,0.396684,0.296397,0.376246,0.355897,0.223363,0.267367,0.253072,0.920614,0.687914,0.338528,0.321655,0.475965,0.437963,0.085843,0.085997,0.123201,0.089108,0.158063,1.000000,0.072640,0.111591,0.063127
side table#587,0.384009,0.291432,0.417224,0.463141,0.355490,0.395364,0.385479,0.414854,0.452036,0.418132,0.508242,0.308493,0.411809,0.314341,0.263821,0.254740,0.510310,0.354649,0.404438,0.199190,0.295644,0.425621,0.181477,0.755203,0.746065,0.774188,0.650358,0.352358,0.416088,0.473554,0.443432,0.485339,0.392292,0.501471,0.302523,0.285014,0.234959,0.262692,0.223280,0.281744,0.623838,0.414237,0.115033,0.076920,0.092732,0.118174,0.069819,0.072640,1.000000,0.163728,0.128323
side table#590,0.346384,0.297941,0.489385,0.597583,0.426718,0.482599,0.345270,0.354855,0.538547,0.478453,0.362531,0.292030,0.483183,0.178807,0.332775,0.281587,0.511637,0.497344,0.263977,0.142893,0.249912,0.379558,0.163684,0.700829,0.607382,0.610536,0.552262,0.431896,0.528824,0.735531,0.590500,0.756877,0.557674,0.413060,0.276552,0.367658,0.362048,0.369670,0.314179,0.379355,0.902267,0.482376,0.173374,0.045214,0.111165,0.153306,0.106267,0.111591,0.163728,1.000000,0.071698
table lamp#591,0.197914,0.142132,0.155472,0.216944,0.178270,0.174356,0.199632,0.197861,0.160594,0.182351,0.339454,0.138536,0.111715,0.391106,0.145187,0.183883,0.357255,0.328095,0.353627,0.157400,0.292859,0.225967,0.210456,0.375289,0.372532,0.378318,0.410938,0.187186,0.179043,0.213220,0.187976,0.195511,0.167200,0.374243,0.177376,0.149764,0.212649,0.161024,0.192049,0.145709,0.241667,0.277220,0.061057,0.100672,0.061743,0.063847,0.030287,0.063127,0.128323,0.071698,1.000000
