label,view_00019|mirror|obj191,view_00019|lamp|obj193,view_00019|chair|obj194,view_00019|table|obj195,view_00019|ceiling light|obj196,view_00019|refrigerator|obj197,view_00019|door|obj198,view_00019|table|obj199,view_00019|cabinet|obj200,view_00019|window|obj201,view_00019|sink|obj203,view_00024|lamp|obj256,view_00024|couch|obj257,view_00024|table|obj258,view_00024|stairs|obj259,view_00024|door|obj262,view_00024|chair|obj265,view_00024|table|obj266,view_00024|art|obj267,view_00058|chair|obj661,view_00058|table|obj663,view_00058|pet item|obj665,view_00058|cabinet|obj666,view_00058|ceiling light|obj667,view_00058|microwave|obj668,view_00058|window|obj669,view_00058|sink|obj671,view_00058|stove|obj672,view_00058|unknown|obj673,view_00058|chair|obj674,view_00058|table|obj675,view_00058|curtain|obj676,view_00058|tv|obj677,view_00058|plant|obj679,view_00065|chair|obj747,view_00065|table|obj748,view_00065|window|obj749,view_00065|mirror|obj750,view_00065|tv|obj751,view_00065|chair|obj752,view_00065|ceiling light|obj753,view_00065|picture frame|obj754,view_00065|window|obj755,view_00065|couch|obj756,view_00065|lamp|obj758,view_00065|stairs|obj759,view_00065|couch|obj760,view_00065|plant|obj761,view_00065|table|obj762
view_00019|sink|obj203,0.3573,0.5039,0.4583,0.5246,0.4676,0.6259,0.3958,0.3900,0.6190,0.5519,1.0000,0.3788,0.5143,0.4168,0.4071,0.3937,0.4825,0.5131,0.3719,0.4253,0.5621,0.4795,0.4322,0.4618,0.5444,0.4057,0.6780,0.5736,0.4373,0.5259,0.4570,0.5096,0.4986,0.4944,0.4029,0.5875,0.4273,0.4034,0.4454,0.4169,0.4622,0.3722,0.4070,0.4432,0.4320,0.4722,0.4931,0.5148,0.4936
view_00024|lamp|obj256,0.5277,0.5634,0.4342,0.4118,0.5261,0.4057,0.4435,0.4168,0.4689,0.4696,0.3788,1.0000,0.5011,0.6297,0.5098,0.4965,0.4639,0.3974,0.4107,0.5351,0.4786,0.4777,0.4210,0.6035,0.4411,0.4414,0.3724,0.4235,0.4720,0.4436,0.4554,0.5145,0.4516,0.5352,0.5111,0.4967,0.5117,0.5802,0.5534,0.4471,0.5775,0.4467,0.4435,0.3932,0.7497,0.4325,0.4856,0.5381,0.6704
view_00024|couch|obj257,0.4721,0.4543,0.5583,0.4914,0.4303,0.5027,0.4627,0.4536,0.6086,0.4548,0.5143,0.5011,1.0000,0.6546,0.4448,0.4273,0.5906,0.4560,0.3793,0.6160,0.4765,0.4649,0.5377,0.4733,0.4245,0.4054,0.4156,0.4219,0.5427,0.8580,0.5735,0.5007,0.4812,0.4390,0.5987,0.5712,0.5263,0.4973,0.5542,0.8189,0.5986,0.4314,0.4387,0.8319,0.4768,0.5189,0.8732,0.5149,0.5868
view_00024|table|obj258,0.4833,0.5606,0.4936,0.4975,0.4794,0.4386,0.4340,0.5452,0.6086,0.4131,0.4168,0.6297,0.6546,1.0000,0.4736,0.4395,0.5791,0.5011,0.3384,0.6006,0.5277,0.4674,0.5391,0.5282,0.4312,0.3989,0.3960,0.3958,0.4333,0.5825,0.5932,0.4139,0.4868,0.4128,0.5767,0.5980,0.5379,0.5155,0.5652,0.5891,0.5599,0.4217,0.4209,0.4974,0.6042,0.4840,0.6052,0.5130,0.7765
view_00024|stairs|obj259,0.4183,0.4135,0.3904,0.4193,0.4177,0.4355,0.5378,0.4074,0.4512,0.4558,0.4071,0.5098,0.4448,0.4736,1.0000,0.4638,0.4711,0.4127,0.3647,0.4672,0.4253,0.4653,0.4475,0.4131,0.3853,0.4101,0.3691,0.3990,0.5328,0.4235,0.4099,0.4791,0.4311,0.4318,0.4624,0.5103,0.5550,0.5210,0.5118,0.3903,0.4413,0.4211,0.4381,0.3701,0.4381,0.8020,0.3797,0.4748,0.4488
view_00024|door|obj262,0.4122,0.4993,0.5164,0.4350,0.5184,0.5441,0.6700,0.4659,0.5101,0.3870,0.3937,0.4965,0.4273,0.4395,0.4638,1.0000,0.4015,0.3263,0.3760,0.4562,0.4891,0.4773,0.6213,0.5045,0.4440,0.4591,0.4352,0.4916,0.3809,0.4076,0.3220,0.4349,0.3131,0.3227,0.4010,0.4188,0.4274,0.5096,0.4166,0.3418,0.5016,0.5487,0.4918,0.4264,0.5364,0.4252,0.3681,0.3348,0.4338
view_00024|chair|obj265,0.4305,0.4469,0.6424,0.4763,0.3741,0.4176,0.4187,0.5345,0.6732,0.4982,0.4825,0.4639,0.5906,0.5791,0.4711,0.4015,1.0000,0.5786,0.5137,0.7580,0.4196,0.4927,0.5650,0.4036,0.4152,0.4169,0.3735,0.4198,0.5816,0.7110,0.6751,0.5136,0.5516,0.5225,0.7184,0.5710,0.4741,0.4490,0.5047,0.6150,0.4633,0.3988,0.3949,0.4996,0.4868,0.6237,0.5754,0.5608,0.6589
view_00024|table|obj266,0.3445,0.4471,0.4964,0.7564,0.3617,0.4061,0.3382,0.5185,0.5844,0.4666,0.5131,0.3974,0.4560,0.5011,0.4127,0.3263,0.5786,1.0000,0.4009,0.5039,0.5676,0.4364,0.4054,0.3889,0.4066,0.3720,0.4183,0.4101,0.5119,0.5446,0.6035,0.4716,0.5090,0.4730,0.6515,0.8389,0.4081,0.3944,0.4448,0.5271,0.3802,0.3692,0.3703,0.3788,0.4372,0.4517,0.4625,0.5350,0.5752
view_00024|art|obj267,0.5785,0.3274,0.3184,0.3044,0.3001,0.3311,0.4950,0.3215,0.5910,0.4838,0.3719,0.4107,0.3793,0.3384,0.3647,0.3760,0.5137,0.4009,1.0000,0.3742,0.3059,0.3502,0.4232,0.3113,0.3959,0.4065,0.2729,0.3646,0.5403,0.4314,0.6135,0.5231,0.5881,0.5986,0.3428,0.3480,0.3781,0.4797,0.4637,0.3127,0.3568,0.3948,0.3582,0.3388,0.4420,0.4678,0.4351,0.5681,0.4831
view_00058|chair|obj661,0.4339,0.4507,0.7777,0.4748,0.3955,0.4376,0.4202,0.5706,0.5570,0.4118,0.4253,0.5351,0.6160,0.6006,0.4672,0.4562,0.7580,0.5039,0.3742,1.0000,0.4394,0.4744,0.5941,0.4268,0.3881,0.3880,0.3595,0.4059,0.4599,0.6534,0.5273,0.3910,0.3856,0.3904,0.8815,0.6189,0.4872,0.4759,0.5028,0.6674,0.4674,0.3793,0.3789,0.5249,0.4392,0.4902,0.5158,0.4084,0.5712
view_00058|table|obj663,0.3543,0.6054,0.5730,0.7217,0.5305,0.5933,0.5074,0.6234,0.4937,0.4851,0.5621,0.4786,0.4765,0.5277,0.4253,0.4891,0.4196,0.5676,0.3059,0.4394,1.0000,0.6328,0.5210,0.6041,0.5542,0.5366,0.5898,0.5304,0.4613,0.4559,0.4232,0.5256,0.4393,0.4177,0.4807,0.6837,0.4802,0.4907,0.4996,0.4043,0.6132,0.5241,0.5281,0.4936,0.4584,0.4159,0.4343,0.4630,0.5250
view_00058|pet item|obj665,0.4225,0.5951,0.5656,0.5934,0.5045,0.5271,0.5310,0.5359,0.4584,0.4242,0.4795,0.4777,0.4649,0.4674,0.4653,0.4773,0.4927,0.4364,0.3502,0.4744,0.6328,1.0000,0.4716,0.5424,0.5403,0.5112,0.5808,0.5345,0.4101,0.4821,0.4265,0.4258,0.3908,0.4051,0.4705,0.5558,0.4403,0.4995,0.4755,0.4437,0.5840,0.5201,0.5227,0.4674,0.4595,0.4597,0.4215,0.4551,0.4616
view_00058|cabinet|obj666,0.4677,0.5878,0.6167,0.5821,0.5077,0.6392,0.6589,0.6955,0.7256,0.5784,0.4322,0.4210,0.5377,0.5391,0.4475,0.6213,0.5650,0.4054,0.4232,0.5941,0.5210,0.4716,1.0000,0.5603,0.5562,0.6928,0.4910,0.5034,0.4300,0.4941,0.4755,0.4678,0.4365,0.4028,0.5156,0.4973,0.5818,0.5306,0.5491,0.4725,0.5761,0.6112,0.6414,0.5995,0.3764,0.4626,0.5001,0.4204,0.5655
view_00058|ceiling light|obj667,0.4129,0.8270,0.5660,0.5954,0.8588,0.6154,0.5188,0.5775,0.4953,0.5215,0.4618,0.6035,0.4733,0.5282,0.4131,0.5045,0.4036,0.3889,0.3113,0.4268,0.6041,0.5424,0.5603,1.0000,0.5325,0.5645,0.4960,0.5042,0.4057,0.4377,0.3216,0.5074,0.3906,0.3596,0.3903,0.5130,0.5392,0.4413,0.4643,0.3588,0.8589,0.5463,0.5868,0.5112,0.5823,0.3993,0.4630,0.3953,0.5233
view_00058|microwave|obj668,0.4662,0.5988,0.4818,0.5775,0.4918,0.7168,0.5978,0.5072,0.5958,0.5078,0.5444,0.4411,0.4245,0.4312,0.3853,0.4440,0.4152,0.4066,0.3959,0.3881,0.5542,0.5403,0.5562,0.5325,1.0000,0.5838,0.5231,0.7602,0.4044,0.4271,0.4173,0.4779,0.5186,0.4412,0.3337,0.5110,0.4866,0.5444,0.6011,0.3682,0.5741,0.6096,0.6026,0.4774,0.4024,0.3709,0.3953,0.4685,0.4686
view_00058|window|obj669,0.4714,0.5623,0.4668,0.5588,0.4756,0.5453,0.6105,0.6781,0.4989,0.7806,0.4057,0.4414,0.4054,0.3989,0.4101,0.4591,0.4169,0.3720,0.4065,0.3880,0.5366,0.5112,0.6928,0.5645,0.5838,1.0000,0.5486,0.5163,0.4043,0.3816,0.4181,0.5348,0.4322,0.4339,0.3777,0.4677,0.6600,0.5375,0.5554,0.3539,0.6008,0.7028,0.8197,0.4785,0.3448,0.4155,0.3820,0.4551,0.4627
view_00058|sink|obj671,0.3922,0.5722,0.4489,0.5843,0.4645,0.5536,0.4841,0.4936,0.4836,0.4559,0.6780,0.3724,0.4156,0.3960,0.3691,0.4352,0.3735,0.4183,0.2729,0.3595,0.5898,0.5808,0.4910,0.4960,0.5231,0.5486,1.0000,0.5584,0.3194,0.3778,0.3509,0.3844,0.3447,0.3777,0.3642,0.5051,0.3975,0.4233,0.4101,0.4015,0.4919,0.4729,0.4961,0.4320,0.3555,0.3517,0.3843,0.3892,0.4268
view_00058|stove|obj672,0.3967,0.5846,0.4801,0.5405,0.4501,0.6490,0.5054,0.4714,0.5372,0.5087,0.5736,0.4235,0.4219,0.3958,0.3990,0.4916,0.4198,0.4101,0.3646,0.4059,0.5304,0.5345,0.5034,0.5042,0.7602,0.5163,0.5584,1.0000,0.3964,0.4300,0.3990,0.4836,0.4574,0.4191,0.3562,0.5134,0.4785,0.4838,0.5250,0.3694,0.5306,0.5054,0.5116,0.4844,0.4108,0.3841,0.3914,0.4213,0.4327
view_00058|unknown|obj673,0.4052,0.3738,0.4137,0.4186,0.3649,0.4126,0.4568,0.4143,0.6290,0.5383,0.4373,0.4720,0.5427,0.4333,0.5328,0.3809,0.5816,0.5119,0.5403,0.4599,0.4613,0.4101,0.4300,0.4057,0.4044,0.4043,0.3194,0.3964,1.0000,0.6088,0.7120,0.7084,0.6705,0.5844,0.4696,0.4698,0.5016,0.5242,0.5583,0.4827,0.4754,0.4263,0.4096,0.4857,0.4817,0.5881,0.5662,0.6169,0.5551
view_00058|chair|obj674,0.4217,0.4381,0.6483,0.4855,0.4137,0.4745,0.4276,0.4848,0.6314,0.4707,0.5259,0.4436,0.8580,0.5825,0.4235,0.4076,0.7110,0.5446,0.4314,0.6534,0.4559,0.4821,0.4941,0.4377,0.4271,0.3816,0.3778,0.4300,0.6088,1.0000,0.6368,0.5564,0.5276,0.4994,0.6307,0.5878,0.4817,0.4448,0.5081,0.8053,0.5253,0.3996,0.4059,0.7322,0.5348,0.5475,0.8232,0.5734,0.5990
view_00058|table|obj675,0.4451,0.3563,0.4371,0.4715,0.2842,0.3559,0.4124,0.5020,0.7443,0.5227,0.4570,0.4554,0.5735,0.5932,0.4099,0.3220,0.6751,0.6035,0.6135,0.5273,0.4232,0.4265,0.4755,0.3216,0.4173,0.4181,0.3509,0.3990,0.7120,0.6368,1.0000,0.5553,0.7211,0.6875,0.5342,0.4968,0.4378,0.5005,0.5566,0.5483,0.4068,0.4066,0.3808,0.5149,0.4833,0.5842,0.6443,0.7221,0.7671
view_00058|curtain|obj676,0.4246,0.4701,0.4067,0.4595,0.4328,0.5208,0.4738,0.4374,0.6103,0.6796,0.5096,0.5145,0.5007,0.4139,0.4791,0.4349,0.5136,0.4716,0.5231,0.3910,0.5256,0.4258,0.4678,0.5074,0.4779,0.5348,0.3844,0.4836,0.7084,0.5564,0.5553,1.0000,0.6282,0.5681,0.3871,0.5050,0.6189,0.5336,0.5605,0.3762,0.5228,0.4870,0.5475,0.4391,0.5638,0.5380,0.5170,0.5925,0.5501
view_00058|tv|obj677,0.4963,0.4246,0.3574,0.4271,0.3617,0.4489,0.4729,0.3781,0.7298,0.5994,0.4986,0.4516,0.4812,0.4868,0.4311,0.3131,0.5516,0.5090,0.5881,0.3856,0.4393,0.3908,0.4365,0.3906,0.5186,0.4322,0.3447,0.4574,0.6705,0.5276,0.7211,0.6282,1.0000,0.6859,0.3813,0.4655,0.5928,0.6737,0.7908,0.4000,0.4759,0.4497,0.4362,0.4853,0.4994,0.5646,0.5308,0.6670,0.6296
view_00058|plant|obj679,0.4438,0.3772,0.3378,0.3825,0.3311,0.3762,0.4503,0.3634,0.6156,0.5528,0.4944,0.5352,0.4390,0.4128,0.4318,0.3227,0.5225,0.4730,0.5986,0.3904,0.4177,0.4051,0.4028,0.3596,0.4412,0.4339,0.3777,0.4191,0.5844,0.4994,0.6875,0.5681,0.6859,1.0000,0.3796,0.4234,0.4774,0.5534,0.5685,0.3664,0.4078,0.4107,0.4187,0.4146,0.4625,0.5620,0.4921,0.9258,0.6657
view_00065|chair|obj747,0.4124,0.4007,0.6975,0.5607,0.3456,0.3627,0.3565,0.5132,0.5258,0.4006,0.4029,0.5111,0.5987,0.5767,0.4624,0.4010,0.7184,0.6515,0.3428,0.8815,0.4807,0.4705,0.5156,0.3903,0.3337,0.3777,0.3642,0.3562,0.4696,0.6307,0.5342,0.3871,0.3813,0.3796,1.0000,0.7179,0.4599,0.4576,0.4787,0.6805,0.4249,0.3475,0.3530,0.5067,0.4094,0.4705,0.5052,0.4049,0.5486
view_00065|table|obj748,0.3947,0.5639,0.6068,0.8201,0.4770,0.5702,0.4457,0.6396,0.5730,0.5094,0.5875,0.4967,0.5712,0.5980,0.5103,0.4188,0.5710,0.8389,0.3480,0.6189,0.6837,0.5558,0.4973,0.5130,0.5110,0.4677,0.5051,0.5134,0.4698,0.5878,0.4968,0.5050,0.4655,0.4234,0.7179,1.0000,0.5742,0.5136,0.5589,0.6153,0.5262,0.4563,0.4824,0.4623,0.4664,0.4811,0.4687,0.5036,0.5544
view_00065|window|obj749,0.4631,0.5275,0.4403,0.4883,0.4714,0.5866,0.5367,0.5475,0.5632,0.7020,0.4273,0.5117,0.5263,0.5379,0.5550,0.4274,0.4741,0.4081,0.3781,0.4872,0.4802,0.4403,0.5818,0.5392,0.4866,0.6600,0.3975,0.4785,0.5016,0.4817,0.4378,0.6189,0.5928,0.4774,0.4599,0.5742,1.0000,0.6543,0.7414,0.4751,0.6104,0.5528,0.7041,0.5450,0.4221,0.5548,0.4176,0.4902,0.5065
view_00065|mirror|obj750,0.6904,0.4676,0.4182,0.4566,0.4116,0.5259,0.6218,0.4465,0.5742,0.5401,0.4034,0.5802,0.4973,0.5155,0.5210,0.5096,0.4490,0.3944,0.4797,0.4759,0.4907,0.4995,0.5306,0.4413,0.5444,0.5375,0.4233,0.4838,0.5242,0.4448,0.5005,0.5336,0.6737,0.5534,0.4576,0.5136,0.6543,1.0000,0.7850,0.4443,0.5086,0.5888,0.5696,0.5010,0.4556,0.4783,0.4314,0.5078,0.5137
view_00065|tv|obj751,0.5674,0.4884,0.4366,0.4921,0.4294,0.5427,0.5767,0.4860,0.6332,0.5759,0.4454,0.5534,0.5542,0.5652,0.5118,0.4166,0.5047,0.4448,0.4637,0.5028,0.4996,0.4755,0.5491,0.4643,0.6011,0.5554,0.4101,0.5250,0.5583,0.5081,0.5566,0.5605,0.7908,0.5685,0.4787,0.5589,0.7414,0.7850,1.0000,0.5031,0.5461,0.6241,0.5812,0.5592,0.4645,0.5210,0.4640,0.5554,0.5652
view_00065|chair|obj752,0.4262,0.3909,0.5941,0.4866,0.3526,0.4239,0.3575,0.4836,0.5530,0.3780,0.4169,0.4471,0.8189,0.5891,0.3903,0.3418,0.6150,0.5271,0.3127,0.6674,0.4043,0.4437,0.4725,0.3588,0.3682,0.3539,0.4015,0.3694,0.4827,0.8053,0.5483,0.3762,0.4000,0.3664,0.6805,0.6153,0.4751,0.4443,0.5031,1.0000,0.4559,0.3822,0.3644,0.7163,0.3864,0.4076,0.6811,0.4068,0.5054
view_00065|ceiling light|obj753,0.4747,0.7919,0.5856,0.5847,0.7777,0.6348,0.5819,0.5880,0.5345,0.5601,0.4622,0.5775,0.5986,0.5599,0.4413,0.5016,0.4633,0.3802,0.3568,0.4674,0.6132,0.5840,0.5761,0.8589,0.5741,0.6008,0.4919,0.5306,0.4754,0.5253,0.4068,0.5228,0.4759,0.4078,0.4249,0.5262,0.6104,0.5086,0.5461,0.4559,1.0000,0.5766,0.6208,0.6035,0.5282,0.4781,0.5563,0.4538,0.5461
view_00065|picture frame|obj754,0.5182,0.5531,0.4473,0.5444,0.5110,0.6039,0.6898,0.5594,0.5137,0.5059,0.3722,0.4467,0.4314,0.4217,0.4211,0.5487,0.3988,0.3692,0.3948,0.3793,0.5241,0.5201,0.6112,0.5463,0.6096,0.7028,0.4729,0.5054,0.4263,0.3996,0.4066,0.4870,0.4497,0.4107,0.3475,0.4563,0.5528,0.5888,0.6241,0.3822,0.5766,1.0000,0.8296,0.4587,0.3616,0.4149,0.3549,0.4598,0.4643
view_00065|window|obj755,0.4769,0.5740,0.4563,0.5547,0.5244,0.6268,0.6310,0.6221,0.4927,0.6643,0.4070,0.4435,0.4387,0.4209,0.4381,0.4918,0.3949,0.3703,0.3582,0.3789,0.5281,0.5227,0.6414,0.5868,0.6026,0.8197,0.4961,0.5116,0.4096,0.4059,0.3808,0.5475,0.4362,0.4187,0.3530,0.4824,0.7041,0.5696,0.5812,0.3644,0.6208,0.8296,1.0000,0.4748,0.3524,0.4358,0.3863,0.4662,0.4504
view_00065|couch|obj756,0.3999,0.4812,0.5907,0.5179,0.4579,0.5383,0.4909,0.5026,0.5637,0.4375,0.4432,0.3932,0.8319,0.4974,0.3701,0.4264,0.4996,0.3788,0.3388,0.5249,0.4936,0.4674,0.5995,0.5112,0.4774,0.4785,0.4320,0.4844,0.4857,0.7322,0.5149,0.4391,0.4853,0.4146,0.5067,0.4623,0.5450,0.5010,0.5592,0.7163,0.6035,0.4587,0.4748,1.0000,0.3899,0.4412,0.7835,0.4204,0.4998
view_00065|lamp|obj758,0.4162,0.5820,0.4338,0.4340,0.5030,0.4119,0.3936,0.4044,0.5132,0.4580,0.4320,0.7497,0.4768,0.6042,0.4381,0.5364,0.4868,0.4372,0.4420,0.4392,0.4584,0.4595,0.3764,0.5823,0.4024,0.3448,0.3555,0.4108,0.4817,0.5348,0.4833,0.5638,0.4994,0.4625,0.4094,0.4664,0.4221,0.4556,0.4645,0.3864,0.5282,0.3616,0.3524,0.3899,1.0000,0.4519,0.5443,0.5105,0.6627
view_00065|stairs|obj759,0.3696,0.4238,0.4266,0.4091,0.3846,0.4332,0.5298,0.4405,0.5845,0.5535,0.4722,0.4325,0.5189,0.4840,0.8020,0.4252,0.6237,0.4517,0.4678,0.4902,0.4159,0.4597,0.4626,0.3993,0.3709,0.4155,0.3517,0.3841,0.5881,0.5475,0.5842,0.5380,0.5646,0.5620,0.4705,0.4811,0.5548,0.4783,0.5210,0.4076,0.4781,0.4149,0.4358,0.4412,0.4519,1.0000,0.5085,0.6110,0.5505
view_00065|couch|obj760,0.4626,0.4884,0.5106,0.4468,0.4030,0.4303,0.4110,0.4118,0.6310,0.4813,0.4931,0.4856,0.8732,0.6052,0.3797,0.3681,0.5754,0.4625,0.4351,0.5158,0.4343,0.4215,0.5001,0.4630,0.3953,0.3820,0.3843,0.3914,0.5662,0.8232,0.6443,0.5170,0.5308,0.4921,0.5052,0.4687,0.4176,0.4314,0.4640,0.6811,0.5563,0.3549,0.3863,0.7835,0.5443,0.5085,1.0000,0.5585,0.6649
view_00065|plant|obj761,0.4344,0.4282,0.3782,0.4658,0.3499,0.4282,0.4711,0.4343,0.6444,0.5538,0.5148,0.5381,0.5149,0.5130,0.4748,0.3348,0.5608,0.5350,0.5681,0.4084,0.4630,0.4551,0.4204,0.3953,0.4685,0.4551,0.3892,0.4213,0.6169,0.5734,0.7221,0.5925,0.6670,0.9258,0.4049,0.5036,0.4902,0.5078,0.5554,0.4068,0.4538,0.4598,0.4662,0.4204,0.5105,0.6110,0.5585,1.0000,0.7180
view_00065|table|obj762,0.4905,0.5659,0.5030,0.5480,0.4599,0.4305,0.4463,0.5484,0.7222,0.5481,0.4936,0.6704,0.5868,0.7765,0.4488,0.4338,0.6589,0.5752,0.4831,0.5712,0.5250,0.4616,0.5655,0.5233,0.4686,0.4627,0.4268,0.4327,0.5551,0.5990,0.7671,0.5501,0.6296,0.6657,0.5486,0.5544,0.5065,0.5137,0.5652,0.5054,0.5461,0.4643,0.4504,0.4998,0.6627,0.5505,0.6649,0.7180,1.0000
